Название группы,Фраза (с минус-словами),Продуктивность,ID объявления,Заголовок,Текст,Ссылка
мрт головы южное бутово,мрт головы южная -бутово -округ,3.0,2101706283,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт головы южный округ,мрт головы южное бутово,6.8,2101706284,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт головы южный округ,"""мрт головы южное бутово""",3.4,2101706284,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт головы юзао,мрт головы южный округ,2.9,2101706285,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт головы юзао,"""мрт головы южный округ""",1.9,2101706285,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт головы речной,мрт головы юзао,5.9,2101706286,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт головы речной,"""мрт головы юзао""",3.5,2101706286,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт головы краснобогатырская,мрт головы речной,3.0,2101706287,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт головы краснобогатырская,"""мрт головы речной""",3.0,2101706287,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт позвоночника градская,мрт головы краснобогатырская,3.0,2101706290,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт позвоночника градская,"""мрт головы краснобогатырская""",3.0,2101706290,МРТ головы в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=f6d2ae1e3d&utm_content=dev_{device_type}
мрт позвоночника алексеевская,мрт позвоночника градская,4.0,2101706291,МРТ позвоночника в Москве 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=e90f4db55a&utm_content=dev_{device_type}
мрт позвоночника алексеевская,"""мрт позвоночника градская""",3.5,2101706291,МРТ позвоночника в Москве 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=e90f4db55a&utm_content=dev_{device_type}
мрт позвоночника алтуфьево,мрт позвоночника алексеевская,5.9,2101706292,МРТ позвоночника в Москве 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=e90f4db55a&utm_content=dev_{device_type}
мрт позвоночника алтуфьево,"""мрт позвоночника алексеевская""",3.5,2101706292,МРТ позвоночника в Москве 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=e90f4db55a&utm_content=dev_{device_type}
мрт позвоночника алтуфьевское шоссе,"""мрт позвоночника алтуфьево""",3.0,2101706293,МРТ позвоночника в Москве 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=e90f4db55a&utm_content=dev_{device_type}
мрт позвоночника алтуфьевское шоссе,мрт позвоночника алтуфьево,6.4,2101706293,МРТ позвоночника в Москве 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=e90f4db55a&utm_content=dev_{device_type}
мрт позвоночника белорусская,мрт позвоночника алтуфьевское шоссе,2.4,2101706294,МРТ позвоночника в Москве 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=e90f4db55a&utm_content=dev_{device_type}
мрт позвоночника белорусская,"""мрт позвоночника алтуфьевское шоссе""",1.9,2101706294,МРТ позвоночника в Москве 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=e90f4db55a&utm_content=dev_{device_type}
